dataset,fold,seed,split,arm,display,recording,uid,node_index,identity,target_slot,prediction_slot,rank,correct,target_probability,dustbin_top1,hungarian_prediction_slot,hungarian_correct
rld,1,42,test,activity_only,w/o Geometry,test__20240902-18-09-07__95b23b60.npz,20240902-18-09-07,121,SMDDL,124,95,4,0,0.061456553637981415,1,95,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,5,RMEV,108,105,2,0,0.2628595232963562,0,105,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,7,RMED,105,108,2,0,0.25757214426994324,0,108,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,9,AVER,35,35,1,1,0.07011168450117111,1,35,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,26,ADFR,7,80,19,0,0.014530116692185402,0,27,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,28,ALA,21,21,1,1,0.028059186413884163,0,135,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,32,RIVR,96,95,2,0,0.275892049074173,0,96,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,36,SMDVL,126,126,1,1,0.39425018429756165,0,126,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,37,RMDDR,99,103,14,0,0.00830509141087532,1,103,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,40,RIAL,86,86,1,1,0.039903998374938965,1,36,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,43,RMDL,100,101,2,0,0.08032289892435074,0,101,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,52,URXL,135,110,13,0,0.018630139529705048,1,83,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,57,RIVL,95,96,2,0,0.17158101499080658,0,100,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,60,SMDVR,128,126,2,0,0.3351198434829712,0,128,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,68,AWAR,45,25,22,0,0.013513071462512016,1,44,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,75,AVAL,28,29,2,0,0.4567776620388031,0,29,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,80,RID,91,118,7,0,0.041558101773262024,1,144,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,85,AVAR,29,28,2,0,0.45316076278686523,0,28,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,87,AVEL,33,35,2,0,0.047774456441402435,1,134,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,88,URXR,137,21,44,0,0.009417311288416386,0,43,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,101,SMDDR,125,128,2,0,0.18122480809688568,1,124,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,102,AFDR,10,86,6,0,0.02992079220712185,1,41,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,103,RIAR,87,103,6,0,0.03421160578727722,0,48,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,104,SMDDL,124,125,2,0,0.11056096851825714,0,125,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-16-13-38__f1471777.npz,20240904-16-13-38,105,RMDVR,104,104,1,1,0.226322203874588,0,104,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,1,AVAL,28,28,1,1,0.4058849513530731,0,28,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,6,RID,91,107,15,0,0.015531843528151512,0,19,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,11,AVER,35,35,1,1,0.07320526987314224,1,35,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,14,RMED,105,105,1,1,0.20584820210933685,0,108,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,16,ALA,21,21,1,1,0.03513713553547859,0,21,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,23,RIAL,86,10,3,0,0.033013828098773956,0,10,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,24,ADFR,7,7,1,1,0.02167661488056183,1,7,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,34,URXL,135,66,13,0,0.022076444700360298,1,66,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,36,RMDDR,99,103,10,0,0.03242224454879761,0,52,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,39,SMDDL,124,125,2,0,0.14233234524726868,0,124,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,40,RIVR,96,101,3,0,0.08600930869579315,0,101,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,41,RMDDL,98,103,20,0,0.004737486597150564,0,103,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,52,SMDVL,126,126,1,1,0.530390739440918,0,126,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,54,RMEV,108,107,3,0,0.12292958796024323,0,107,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,59,AVAR,29,28,2,0,0.3770083487033844,0,29,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,65,AFDL,9,105,15,0,0.006744843441992998,0,105,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,67,RMDR,101,101,1,1,0.10845757275819778,0,100,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,68,SMDDR,125,125,1,1,0.2736883759498596,0,125,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,73,RIVL,95,95,1,1,0.33949151635169983,0,95,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,78,RMDVL,103,103,1,1,0.23288993537425995,0,104,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,90,ADFL,6,85,11,0,0.015077916905283928,0,137,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,92,SMDVR,128,128,1,1,0.39486873149871826,0,128,1
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,94,URXR,137,31,19,0,0.013784000650048256,0,31,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,101,RMDL,100,113,95,0,0.0037687853910028934,1,63,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,102,AWAL,44,55,15,0,0.018278850242495537,1,55,0
rld,1,42,test,activity_only,w/o Geometry,test__20240904-17-29-27__89ba9935.npz,20240904-17-29-27,103,RIAR,87,104,4,0,0.052752066403627396,0,86,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,1,AVAR,29,28,2,0,0.4232337176799774,0,28,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,15,AVER,35,33,3,0,0.039285123348236084,1,33,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,18,SMDDR,125,125,1,1,0.2714229226112366,0,125,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,23,ADFR,7,84,11,0,0.016265250742435455,0,90,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,29,RID,91,117,5,0,0.03466569632291794,1,49,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,30,RMED,105,105,1,1,0.24816393852233887,1,105,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,31,ALA,21,21,1,1,0.03878846764564514,0,21,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,32,RMEV,108,108,1,1,0.21870805323123932,1,108,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,33,SMDVL,126,128,2,0,0.29235559701919556,0,128,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,35,SMDVR,128,126,2,0,0.33931490778923035,0,126,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,39,AVAL,28,33,145,0,2.8863744727658514e-09,1,85,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,41,RIVR,96,95,2,0,0.24677540361881256,0,96,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,46,SMDDL,124,128,6,0,0.07416487485170364,1,124,1
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,50,RMDR,101,96,4,0,0.12273786962032318,0,100,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,53,RMDDR,99,103,12,0,0.017219223082065582,0,103,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,56,ADFL,6,81,9,0,0.0167586300522089,0,51,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,73,RIVL,95,101,4,0,0.06380844861268997,0,101,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,93,RMDL,100,103,4,0,0.045006997883319855,0,104,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,99,SAAVR,113,40,43,0,0.008340875618159771,0,40,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,104,AWAR,45,24,8,0,0.021097958087921143,0,24,0
rld,1,42,test,activity_only,w/o Geometry,test__20240917-21-32-57__79d5d848.npz,20240917-21-32-57,106,RIAR,87,104,2,0,0.08469446003437042,0,87,1
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,6,SMDVL,126,95,5,0,0.0322977751493454,1,95,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,7,RMED,105,106,2,0,0.07922232151031494,0,79,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,9,URADR,131,104,117,0,0.0009614620939828455,0,104,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,10,RMDVL,103,87,75,0,0.004109194036573172,0,10,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,12,URXR,137,82,9,0,0.020710928365588188,0,82,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,16,RMDR,101,107,28,0,0.0050890021957457066,0,106,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,24,RMEL,106,105,4,0,0.10291312634944916,0,105,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,32,AVAR,29,28,2,0,0.42312851548194885,0,28,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,33,RIVL,95,69,26,0,0.010766771622002125,1,69,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,38,AIBR,12,12,1,1,0.04188193380832672,1,12,1
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,39,OLQVL,84,100,7,0,0.02682870626449585,0,85,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,41,AIBL,11,3,112,0,0.0004655006341636181,0,3,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,43,OLQDR,82,128,21,0,0.002806928940117359,0,128,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,44,RMEV,108,87,133,0,0.00045158847933635116,0,86,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,47,RMER,107,107,1,1,0.19225916266441345,0,107,1
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,55,AVAL,28,28,1,1,0.3864343464374542,0,29,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,58,OLQDL,81,125,16,0,0.013063439168035984,0,125,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,60,ALA,21,21,1,1,0.03031124919652939,0,123,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,69,M1,69,60,3,0,0.05197826027870178,0,60,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,79,RMDL,100,80,53,0,0.00726133631542325,0,9,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,80,SMBVL,122,11,28,0,0.007538866717368364,1,77,0
rld,1,42,test,activity_only,w/o Geometry,train__20221106-21-00-09__09a0b8d2.npz,20221106-21-00-09,83,SMDDL,124,123,87,0,0.004173924680799246,1,119,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,3,RMED,105,105,1,1,0.32576754689216614,0,105,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,4,SMDVL,126,126,1,1,0.3679006099700928,0,128,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,6,OLQVR,85,117,44,0,0.0043725669384002686,0,117,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,8,AFDL,9,79,4,0,0.03643202781677246,0,36,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,13,RMDVL,103,103,1,1,0.2604658305644989,1,104,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,14,RMEL,106,106,1,1,0.07129453867673874,0,87,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,24,RMDVR,104,103,2,0,0.12477565556764603,1,103,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,26,SMDDL,124,126,6,0,0.0018510904628783464,0,126,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,34,AVDL,31,67,7,0,0.02105981856584549,1,43,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,38,IL2DL,66,2,10,0,0.018752384930849075,1,2,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,47,AIBL,11,93,2,0,0.1287323534488678,1,11,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,48,RIVL,95,95,1,1,0.367867648601532,0,95,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,49,OLQDL,81,33,5,0,0.02933068573474884,1,85,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,50,OLQDR,82,33,5,0,0.035032931715250015,1,33,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,52,URBL,133,24,99,0,0.001329742488451302,1,24,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,53,IL1L,62,141,13,0,0.014527539722621441,1,140,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,55,ALA,21,21,1,1,0.026064272969961166,1,5,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,56,OLLL,79,80,5,0,0.03245626389980316,0,80,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,61,IL2L,68,141,104,0,0.0015611398266628385,1,135,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,64,RMEV,108,105,2,0,0.3086813688278198,0,108,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,69,AVAR,29,93,9,0,0.013218509964644909,1,34,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,73,AVAL,28,28,1,1,0.4725005626678467,0,28,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,76,AQR,22,21,11,0,0.017851242795586586,1,21,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,82,IL1VR,65,25,21,0,0.013201212510466576,1,70,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,88,FLPL,54,131,9,0,0.019292816519737244,1,131,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,92,AVEL,33,142,5,0,0.018330028280615807,1,112,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,100,IL1VL,64,67,22,0,0.014379076659679413,1,67,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,111,OLQVL,84,141,35,0,0.009342359378933907,1,141,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-21-41-10__68e571c7.npz,20230322-21-41-10,118,RMDDL,98,100,19,0,0.00762541126459837,1,100,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,3,ADEL,4,114,46,0,0.008001071400940418,0,20,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,4,OLLL,79,33,13,0,0.017094740644097328,1,139,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,8,RMEV,108,108,1,1,0.2218516618013382,0,108,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,11,RMDVL,103,103,1,1,0.1949206441640854,0,103,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,22,AFDR,10,110,12,0,0.015636799857020378,1,63,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,25,ALA,21,91,132,0,4.3596552131930366e-05,0,91,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,29,AIBL,11,11,1,1,0.12416145205497742,0,11,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,31,RMDDL,98,107,41,0,0.001420924672856927,0,118,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,37,FLPL,54,25,26,0,0.011624627746641636,1,7,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,41,AVAL,28,28,1,1,0.5242546796798706,0,28,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,42,OLQDL,81,33,13,0,0.01997080259025097,1,98,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,47,AINL,15,124,53,0,0.0020005330443382263,1,0,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,49,ASKL,27,21,51,0,0.009391671977937222,1,51,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,52,OLQVL,84,98,9,0,0.025068018585443497,1,85,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,54,IL1VR,65,132,16,0,0.017975717782974243,1,67,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,55,RMED,105,105,1,1,0.2813015282154083,0,105,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,56,SMDVL,126,126,1,1,0.5842594504356384,0,126,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,59,IL2DL,66,69,88,0,0.0029784159269183874,1,134,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,60,AVAR,29,29,1,1,0.15512175858020782,1,29,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,63,IL1R,63,50,49,0,0.007728311698883772,1,50,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,65,M3L,71,25,25,0,0.013340099714696407,1,6,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,66,URXL,135,140,33,0,0.00956413708627224,1,141,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,75,ADAL,2,132,53,0,0.006813073065131903,1,31,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,76,RMDL,100,125,5,0,0.074552983045578,0,124,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,82,RMEL,106,80,103,0,0.0022927215322852135,1,80,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,84,SMDDL,124,125,2,0,0.06968115270137787,1,27,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,100,SMBVL,122,103,39,0,0.005279637407511473,0,104,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,102,AQR,22,79,41,0,0.007665873039513826,0,86,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,105,BAGL,48,101,3,0,0.04848567768931389,1,100,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,110,IL1L,62,24,39,0,0.008881685324013233,1,44,0
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,112,RIVL,95,95,1,1,0.2750444710254669,0,95,1
rld,1,42,test,activity_only,w/o Geometry,train__20230322-22-43-03__263d116b.npz,20230322-22-43-03,115,RIAL,86,48,6,0,0.03775564208626747,1,48,0
rld,1,42,test,activity_only,w/o Geometry,train__20230502-20-41-23__2165ec1f.npz,20230502-20-41-23,25,SMDVL,126,80,131,0,0.0003487829235382378,0,80,0
rld,1,42,test,activity_only,w/o Geometry,train__20230502-20-41-23__2165ec1f.npz,20230502-20-41-23,38,AVAL,28,28,1,1,0.4708085060119629,0,28,1
rld,1,42,test,activity_only,w/o Geometry,train__20230604-17-09-01__463c457e.npz,20230604-17-09-01,33,AVAR,29,28,2,0,0.4331846237182617,0,28,0
rld,1,42,test,activity_only,w/o Geometry,train__20230604-17-09-01__463c457e.npz,20230604-17-09-01,43,SMDVR,128,125,5,0,0.036366213113069534,1,125,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,4,RMEV,108,120,22,0,0.014317652210593224,1,136,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,6,RMED,105,94,96,0,0.0017735641449689865,1,23,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,19,SMDVL,126,126,1,1,0.3260771632194519,1,126,1
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,36,RMDVL,103,101,6,0,0.03514982759952545,1,101,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,42,SMDDL,124,11,60,0,0.004448015708476305,1,11,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,73,RIVL,95,128,6,0,0.000490826612804085,1,0,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-16-32-28__f139478f.npz,20230903-16-32-28,94,AVAL,28,96,145,0,1.1263770360869785e-08,1,97,0
rld,1,42,test,activity_only,w/o Geometry,train__20230903-19-07-30__a37ab37d.npz,20230903-19-07-30,2,SMDVR,128,126,2,0,0.3308229446411133,0,128,1
